Depth (m),ROP Avg(m/hr),Surface WOB Avg(klb),RPM Surface Avg (rpm),Torque Abs Avg (f-b),SPP Avg (psig),Flow in Pum Avg(gpm),M.wt(ppg),HOB(hr),Rev On Bit (krev),Bit Diameter,TFA(in2),pit volume(bbl),PP(ppg),OVB(ppg)
1677.5,10.7,8.2,50,1912.8,2802,897,10.60,2.85,8.6,12.25,0.994,671.81,10.135,14.7
1678,11.5,8.8,51,2004.1,2844,913,10.60,2.9,8.7,12.25,0.994,672.42,10.13,14.7
1678.5,12.9,9.2,52,2080.2,2858,918,10.60,2.933333333,8.9,12.25,0.994,671.57,10.125,14.705
1679,12.7,8.6,58,2089.2,2850,919,10.60,2.966666667,9,12.25,0.994,670.95,10.12,14.71
1679.5,11.6,7.3,75,2120.5,2846,919,10.60,3.016666667,9.2,12.25,0.994,672.08,10.115,14.71
1680,12.4,6.2,99,2243.4,2820,920,10.60,3.05,9.4,12.25,0.994,674.14,10.11,14.71
1680.5,12.1,5.7,114,2276.3,2808,920,10.60,3.1,9.7,12.25,0.994,674.63,10.105,14.715
1681,12.7,5.9,117,2286.2,2798,920,10.60,3.133333333,10,12.25,0.994,674.06,10.1,14.72
1681.5,13.5,6.3,117,2319.3,2807,920,10.60,3.183333333,10.3,12.25,0.994,673.63,10.095,14.72
1682,14.1,6.4,117,2359.2,2811,920,10.60,3.216666667,10.5,12.25,0.994,673.78,10.09,14.72
1682.5,13.1,6.8,117,2366.3,2832,920,10.60,3.25,10.8,12.25,0.994,672.7,10.09,14.72
1683,11.2,6.5,117,2325.6,2855,919,10.60,3.3,11.1,12.25,0.994,671.35,10.09,14.72
1683.5,10.4,6.4,117,2313.9,2864,919,10.60,3.35,11.4,12.25,0.994,671.24,10.075,14.725
1684,11.1,6.5,117,2346.1,2864,919,10.60,3.383333333,11.8,12.25,0.994,672.48,10.06,14.73
1684.5,12.3,7.3,117,2401.1,2872,919,10.60,3.433333333,12,12.25,0.994,670.94,10.075,14.73
1685,13,7.9,117,2486.3,2864,919,10.60,3.466666667,12.3,12.25,0.994,670.7,10.09,14.73
1685.5,13,7.5,117,2480.9,2859,919,10.60,3.5,12.6,12.25,0.994,670.95,10.07,14.735
1686,11.9,8.5,117,2442.7,2849,919,10.60,3.55,12.9,12.25,0.994,673.03,10.05,14.74
1686.5,8.5,10.3,117,2449.6,2836,920,10.60,3.616666667,13.3,12.25,0.994,672.67,10.06,14.74
1687,9.8,7.5,117,2293,2847,920,10.60,3.666666667,13.7,12.25,0.994,673.54,10.07,14.74
1687.5,11,7.7,117,2309.8,2872,919,10.60,3.716666667,14,12.25,0.994,673.58,10.08,14.74
1688,11.5,8.7,117,2381,2895,919,10.60,3.75,14.3,12.25,0.994,673.13,10.09,14.74
1688.5,11.3,9.7,117,2431.1,2910,919,10.60,3.8,14.6,12.25,0.994,673.66,10.09,14.745
1689,11,10.4,117,2454.8,2928,919,10.60,3.85,15,12.25,0.994,672.72,10.09,14.75
1689.5,10.9,10.9,117,2507.8,2946,918,10.60,3.883333333,15.3,12.25,0.994,671.29,10.08,14.75
1690,11.2,10,117,2521.6,2923,918,10.60,3.933333333,15.6,12.25,0.994,671.91,10.07,14.75
1690.5,11.3,9.5,117,2476,2904,919,10.60,3.983333333,15.9,12.25,0.994,673.41,10.07,14.755
1691,11,9.8,117,2471,2921,919,10.60,4.016666667,16.2,12.25,0.994,675.07,10.07,14.76
1691.5,10.7,10.6,117,2482.1,2998,917,10.60,4.066666667,16.6,12.25,0.994,670.57,10.06,14.76
1692,10.8,11.4,117,2502.1,3028,917,10.60,4.116666667,16.9,12.25,0.994,672.57,10.05,14.76
1692.5,11.9,12,117,2547.3,2996,917,10.60,4.166666667,17.2,12.25,0.994,671.46,10.045,14.76
1693,12.5,11.4,117,2498.4,2967,917,10.60,4.2,17.5,12.25,0.994,673.01,10.04,14.76
1693.5,12.6,12.1,117,2459.4,2969,917,10.60,4.233333333,17.7,12.25,0.994,674.07,10.055,14.765
1694,12,13.4,117,2476.9,2978,917,10.60,4.283333333,18,12.25,0.994,672.37,10.07,14.77
1694.5,11.8,13,117,2505.4,2970,917,10.60,4.316666667,18.3,12.25,0.994,674.13,10.06,14.77
1695,11.8,11.8,117,2507.8,2961,917,10.60,4.366666667,18.6,12.25,0.994,676.31,10.05,14.77
1695.5,11.7,11.2,117,2510.8,2957,917,10.60,4.416666667,18.9,12.25,0.994,673.85,10.06,14.775
1696,11.7,10.1,117,2562.2,2950,917,10.60,4.45,19.2,12.25,0.994,671.21,10.07,14.78
1696.5,11.7,9.6,117,2487,2944,917,10.60,4.5,19.5,12.25,0.994,674.7,10.07,14.78
1697,12.1,9.8,117,2382.5,2942,917,10.60,4.533333333,19.8,12.25,0.994,673.83,10.07,14.78
1697.5,13.1,10.4,117,2402.8,2942,917,10.60,4.566666667,20.1,12.25,0.994,673.68,10.055,14.78
1698,13,10.1,117,2387,2939,917,10.60,4.616666667,20.4,12.25,0.994,674.33,10.04,14.78
1698.5,12.6,9.9,117,2398,2932,917,10.60,4.65,20.6,12.25,0.994,674.83,10.02,14.785
1699,12.4,10.4,117,2495.5,2942,917,10.60,4.7,20.9,12.25,0.994,676.09,10,14.79
1699.5,12.2,10.6,117,2456.2,2951,917,10.60,4.733333333,21.2,12.25,0.994,676.53,10,14.79
1700,12.1,10.2,117,2406.3,2949,917,10.60,4.766666667,21.5,12.25,0.994,675.92,10,14.79
1700.5,12,9.9,118,2372.1,2943,917,10.60,4.816666667,21.8,12.25,0.994,672.78,9.99,14.795
1701,11.3,10.8,118,2414.2,2943,917,10.60,4.866666667,22.1,12.25,0.994,671.03,9.98,14.8
1701.5,8.9,12.9,118,2430.2,2952,917,10.60,4.916666667,22.5,12.25,0.994,669.56,9.96,14.8
1702,8.7,11,118,2356.4,2956,917,10.60,4.983333333,22.9,12.25,0.994,671.84,9.94,14.8
1702.5,9.5,10.1,118,2305.7,2961,917,10.60,5.033333333,23.3,12.25,0.994,674.22,9.94,14.805
1703,9,10.1,118,2354,2960,917,10.60,5.083333333,23.7,12.25,0.994,675.68,9.94,14.81
1703.5,8,11,118,2325.3,2962,916,10.60,5.15,24.2,12.25,0.994,675.82,9.94,14.81
1704,6.2,10.7,118,2240.3,2958,917,10.60,5.233333333,24.8,12.25,0.994,674.1,9.94,14.81
1704.5,6.2,9.5,118,2175.1,2953,917,10.60,5.316666667,25.4,12.25,0.994,673.47,9.94,14.81
1705,8.9,10.2,119,2262.1,2943,916,10.60,5.383333333,25.8,12.25,0.994,671.74,9.94,14.81
1705.5,10.4,9.7,120,2252.9,2908,912,10.60,5.416666667,26.1,12.25,0.994,667.4,9.945,14.815
1706,13.3,9.9,121,2343.9,2885,911,10.60,5.466666667,26.4,12.25,0.994,668.59,9.95,14.82
1706.5,16.2,10.7,121,2490.5,2876,911,10.60,5.5,26.6,12.25,0.994,667.27,9.95,14.82
1707,17.3,11.3,121,2551.4,2878,911,10.60,5.516666667,26.8,12.25,0.994,666.09,9.95,14.82
1707.5,18.1,11.9,121,2623.4,2880,911,10.60,5.55,27,12.25,0.994,665.96,9.93,14.825
1708,14.7,11.1,121,2555.3,2882,911,10.60,5.583333333,27.3,12.25,0.994,666.17,9.91,14.83
1708.5,13.7,10.5,121,2500.4,2880,911,10.60,5.616666667,27.6,12.25,0.994,666.82,9.905,14.83
1709,14.3,11.4,121,2546.4,2887,911,10.60,5.65,27.8,12.25,0.994,667.29,9.9,14.83
1709.5,13.6,11.6,121,2560.4,2883,911,10.60,5.7,28.1,12.25,0.994,667.59,9.91,14.83
1710,14,11.6,121,2541.8,2884,911,10.60,5.733333333,28.3,12.25,0.994,669.72,9.92,14.83
1710.5,13.6,10.6,121,2482.4,2880,911,10.60,5.766666667,28.6,12.25,0.994,669.77,9.895,14.835
1711,13.6,10.3,121,2500.8,2881,911,10.60,5.8,28.9,12.25,0.994,668.03,9.87,14.84
1711.5,14.1,10.9,121,2622.2,2881,911,10.60,5.833333333,29.1,12.25,0.994,667.2,9.83,14.84
1712,13.4,10.2,121,2739.3,2884,911,10.60,5.883333333,29.4,12.25,0.994,670.01,9.79,14.84
1712.5,14,10.3,121,2818.1,2880,911,10.60,5.916666667,29.7,12.25,0.994,671.16,9.79,14.845
1713,12.8,11.2,121,2817.9,2869,912,10.60,5.95,29.9,12.25,0.994,671.14,9.79,14.85
1713.5,12.3,11.4,121,2903.6,2869,912,10.60,6,30.2,12.25,0.994,671.08,9.79,14.85
1714,13.1,11.5,121,2997.2,2858,912,10.60,6.033333333,30.5,12.25,0.994,672.16,9.79,14.85
1714.5,13.7,11.1,121,3012.7,2854,912,10.60,6.066666667,30.8,12.25,0.994,673.11,9.79,14.85
1715,13.7,11,121,3017,2849,912,10.60,6.1,31,12.25,0.994,674.49,9.79,14.85
1715.5,13.5,11.5,121,3030,2849,912,10.60,6.133333333,31.3,12.25,0.994,674.07,9.79,14.85
1716,13.6,12.8,121,2969.2,2848,912,10.60,6.183333333,31.6,12.25,0.994,673.37,9.79,14.85
1716.5,13.5,11.1,121,2939.4,2847,912,10.60,6.216666667,31.9,12.25,0.994,676.13,9.79,14.85
1717,14,8.6,121,2772.6,2851,912,10.60,6.25,32.1,12.25,0.994,678.61,9.79,14.85
1717.5,14.1,7.2,121,2632.2,2853,912,10.60,6.283333333,32.4,12.25,0.994,681.28,9.785,14.855
1718,14,6.7,121,2637.4,2860,912,10.60,6.316666667,32.6,12.25,0.994,681.87,9.78,14.86
1718.5,13.7,7.8,121,2648.1,2859,912,10.60,6.35,32.9,12.25,0.994,682.31,9.77,14.86
1719,13.6,8.3,121,2650.1,2871,911,10.60,6.4,33.2,12.25,0.994,683.03,9.76,14.86
1719.5,13.2,9.4,121,2690,2877,911,10.60,6.433333333,33.4,12.25,0.994,684.61,9.765,14.86
1720,13,7.8,121,2607.5,2877,911,10.60,6.466666667,33.7,12.25,0.994,686.07,9.77,14.86
1720.5,12.8,7.9,121,2635.3,2887,911,10.60,6.516666667,34,12.25,0.994,681.58,9.79,14.865
1721,13.7,8.5,121,2682.3,2888,911,10.60,6.55,34.3,12.25,0.994,688.01,9.81,14.87
1721.5,13,8.7,121,2661.2,2894,911,10.60,6.583333333,34.5,12.25,0.994,689,9.805,14.87
1722,11.2,7.3,121,2512.6,2895,911,10.60,6.633333333,34.9,12.25,0.994,691.08,9.8,14.87
1722.5,10.9,6.8,121,2447.3,2897,911,10.60,6.683333333,35.2,12.25,0.994,690.67,9.805,14.875
1723,12.7,7.6,121,2453.8,2924,910,10.60,6.716666667,35.5,12.25,0.994,689,9.81,14.88
1723.5,13.4,8.4,121,2496.4,2947,910,10.60,6.75,35.8,12.25,0.994,687.56,9.8,14.88
1724,13.6,8.4,121,2548,2941,910,10.60,6.783333333,36,12.25,0.994,689.66,9.79,14.88
1724.5,13.8,8.4,121,2512.5,2926,910,10.60,6.833333333,36.3,12.25,0.994,688.37,9.775,14.88
1725,13.6,8.5,121,2576.1,2920,910,10.60,6.866666667,36.6,12.25,0.994,682.61,9.76,14.88
1725.5,13.7,9.5,121,2658.4,2927,910,10.60,6.9,36.8,12.25,0.994,689.6,9.78,14.885
1726,14.9,10.3,121,2818.6,2930,910,10.60,6.933333333,37.1,12.25,0.994,692.9,9.8,14.89
1726.5,16.3,10.8,121,2732,2956,910,10.60,6.966666667,37.3,12.25,0.994,693.72,9.815,14.89
1727,16.8,10.6,121,2667.6,2971,910,10.60,7,37.5,12.25,0.994,692.32,9.83,14.89
1727.5,18.6,11.4,121,2764.1,2976,910,10.60,7.016666667,37.7,12.25,0.994,692.63,9.81,14.895
1728,17.9,12.1,121,2884.8,2980,909,10.60,7.05,37.9,12.25,0.994,693.05,9.79,14.9
1728.5,17.5,12.9,121,3022.9,2964,910,10.60,7.083333333,38.1,12.25,0.994,692.61,9.785,14.9
1729,16,12.1,121,3082.1,2956,910,10.60,7.116666667,38.3,12.25,0.994,688.32,9.78,14.9
1729.5,13.9,10.3,121,2797.5,2968,910,10.60,7.15,38.6,12.25,0.994,684.42,9.77,14.9
1730,11.7,10.2,121,2544.7,2986,909,10.60,7.183333333,38.9,12.25,0.994,688.51,9.76,14.9
1730.5,12.3,11.1,121,2625.7,2964,910,10.60,7.233333333,39.2,12.25,0.994,695.01,9.745,14.905
1731,12.9,11.1,121,2621.4,2953,910,10.60,7.266666667,39.5,12.25,0.994,696.79,9.73,14.91
1731.5,13.6,12.2,121,2695.5,2963,910,10.60,7.3,39.8,12.25,0.994,697.03,9.715,14.91
1732,13.3,12.6,121,2753.1,2955,910,10.60,7.35,40,12.25,0.994,699.95,9.7,14.91
1732.5,13.5,11.2,121,2728.6,2944,910,10.60,7.383333333,40.3,12.25,0.994,700.28,9.695,14.915
1733,13.3,11.4,121,2860.8,2937,904,10.60,7.416666667,40.6,12.25,0.994,698.45,9.69,14.92
1733.5,12.4,11.9,121,2866,2942,884,10.60,7.466666667,40.9,12.25,0.994,699.64,9.725,14.92
1734,9.4,10.3,120,2822.6,2958,793,10.60,7.516666667,41.3,12.25,0.994,697.94,9.76,14.92
1734.5,10.3,5.5,117,2399.8,2989,886,10.60,7.566666667,41.6,12.25,0.994,703.75,9.76,14.925
1735,11,5.3,116,2391.5,2972,913,10.60,7.616666667,41.9,12.25,0.994,703.35,9.76,14.93
1735.5,11.9,6,116,2420.8,2950,914,10.60,7.65,42.2,12.25,0.994,699.77,9.765,14.93
1736,11.9,6.3,116,2423,2937,915,10.60,7.7,42.5,12.25,0.994,701.16,9.77,14.93
1736.5,12.3,6.4,116,2507.8,2932,915,10.60,7.733333333,42.8,12.25,0.994,705.4,9.77,14.93
1737,11.7,5.9,116,2478.3,2927,915,10.60,7.8,43.2,12.25,0.994,714.92,9.77,14.93
1737.5,12.1,6.7,116,2399.2,2921,916,10.60,7.866666667,43.7,12.25,0.994,723.55,9.775,14.935
1738,12.1,6.7,116,2364.8,2915,916,10.60,7.916666667,44.1,12.25,0.994,729.39,9.78,14.94
1738.5,11.8,6.4,116,2350.3,2910,916,10.60,7.966666667,44.4,12.25,0.994,733.28,9.775,14.94
1739,11.8,6.5,116,2348.3,2911,916,10.60,8,44.7,12.25,0.994,734.13,9.77,14.94
1739.5,11.4,6.2,116,2342,2912,916,10.60,8.05,45,12.25,0.994,738.23,9.79,14.94
1740,11.2,6,116,2314.2,2922,915,10.60,8.083333333,45.3,12.25,0.994,739.14,9.81,14.94
1740.5,11.2,6.4,117,2315.7,2926,915,10.60,8.133333333,45.6,12.25,0.994,732.64,9.81,14.945
1741,10.9,6.5,116,2416.1,2940,915,10.60,8.183333333,45.9,12.25,0.994,734.35,9.81,14.95
1741.5,11.3,7.8,117,2614.1,2944,915,10.60,8.216666667,46.2,12.25,0.994,739.51,9.73,14.95
1742,12.6,7.9,117,2756.3,2946,915,10.60,8.266666667,46.5,12.25,0.994,743.36,9.65,14.95
1742.5,15.4,9.1,117,3137.9,2943,915,10.60,8.3,46.7,12.25,0.994,746.02,9.645,14.955
1743,16.2,11.3,117,3441.8,2954,915,10.60,8.333333333,47,12.25,0.994,742.71,9.64,14.96
1743.5,17.5,11.6,117,3388,2953,915,10.60,8.35,47.2,12.25,0.994,742.61,9.635,14.96
1744,18.2,12.9,117,3430.4,2967,915,10.60,8.383333333,47.3,12.25,0.994,744.25,9.63,14.96
1744.5,18.7,13.9,117,3519,2968,915,10.60,8.416666667,47.5,12.25,0.994,746.89,9.645,14.965
1745,19.4,11.6,117,3047.8,2961,915,10.60,8.433333333,47.7,12.25,0.994,749.97,9.66,14.97
1745.5,17.7,11.7,117,2980.6,2968,915,10.60,8.466666667,47.9,12.25,0.994,750.31,9.715,14.97
1746,17.9,13,117,3035,2965,915,10.60,8.5,48.1,12.25,0.994,753.42,9.77,14.97
1746.5,18.4,13,117,3013.4,2969,915,10.60,8.516666667,48.3,12.25,0.994,753.71,9.78,14.97
1747,19.5,11.5,117,2869.7,2963,915,10.60,8.55,48.5,12.25,0.994,753.02,9.79,14.97
1747.5,19.3,10.7,117,2794.3,2960,915,10.60,8.566666667,48.7,12.25,0.994,754.37,9.83,14.975
1748,18.4,10.3,117,2731.9,2963,915,10.60,8.6,48.8,12.25,0.994,763.14,9.87,14.98
1748.5,18.1,9.9,117,2765.2,2953,915,10.60,8.633333333,49,12.25,0.994,766.56,9.845,14.98
1749,18.3,9.8,117,2754.7,2964,915,10.60,8.65,49.2,12.25,0.994,767.02,9.82,14.98
1749.5,18.1,11.2,117,2894.3,2969,915,10.60,8.683333333,49.4,12.25,0.994,767.33,9.81,14.98
1750,18.4,11.5,117,2868.2,2973,915,10.60,8.7,49.6,12.25,0.994,769.92,9.8,14.98
1750.5,18.8,12.7,117,3022.8,2983,915,10.60,8.733333333,49.8,12.25,0.994,769.54,9.79,14.985
1751,18.2,15.2,117,3246,2991,915,10.60,8.766666667,50,12.25,0.994,771.07,9.78,14.99
1751.5,17.2,17.3,117,3563.7,3003,914,10.60,8.783333333,50.2,12.25,0.994,770.81,9.765,14.99
1752,15.8,17.2,117,3555.7,2996,915,10.60,8.816666667,50.4,12.25,0.994,771.18,9.75,14.99
1752.5,15.6,17.6,117,3597,2990,915,10.60,8.85,50.6,12.25,0.994,765.67,9.7,14.995
1753,15.9,17.6,117,3551.2,2988,915,10.60,8.883333333,50.9,12.25,0.994,764.05,9.65,15
1753.5,15.7,17.8,117,3313.4,3002,915,10.60,8.916666667,51.1,12.25,0.994,765.8,9.65,15
1754,14.9,18.9,117,3259.7,3008,915,10.60,8.95,51.3,12.25,0.994,770.28,9.65,15
1754.5,14.6,18.6,117,3163.2,3026,914,10.60,8.983333333,51.6,12.25,0.994,773.18,9.69,15
1755,16.1,14.6,117,2888.3,3000,915,10.60,9.016666667,51.8,12.25,0.994,774.96,9.73,15
1755.5,18.5,12.9,117,2779.8,2993,915,10.60,9.05,52,12.25,0.994,779.74,9.765,15.005
1756,18.5,12.8,117,2803,2991,915,10.60,9.066666667,52.2,12.25,0.994,778.14,9.8,15.01
1756.5,18.6,13.9,117,2967.5,2993,915,10.60,9.1,52.4,12.25,0.994,779.33,9.815,15.01
1757,19,15,117,3045.8,3004,914,10.60,9.116666667,52.5,12.25,0.994,781.17,9.83,15.01
1757.5,19.3,14.4,117,2880.6,2998,915,10.60,9.15,52.7,12.25,0.994,784.3,9.815,15.015
1758,19.2,13.9,117,2809,2997,914,10.60,9.183333333,52.9,12.25,0.994,785.26,9.8,15.02
1758.5,20.1,13.7,117,2771.1,2997,914,10.60,9.2,53.1,12.25,0.994,783.93,9.805,15.02
1759,19.8,15.1,117,2754.8,3007,914,10.60,9.233333333,53.3,12.25,0.994,783.59,9.81,15.02
1759.5,19.9,17.1,117,2953,3010,914,10.60,9.25,53.4,12.25,0.994,778.74,9.81,15.02
1760,18.8,16,117,2964.1,2995,914,10.60,9.283333333,53.6,12.25,0.994,770.69,9.81,15.02
1760.5,20.6,15,117,2952.3,3016,914,10.60,9.3,53.8,12.25,0.994,773.39,9.815,15.025
1761,21.3,12.9,117,2808.6,3013,914,10.60,9.333333333,53.9,12.25,0.994,773.79,9.82,15.03
1761.5,20.6,12.1,117,2745.7,3020,914,10.60,9.35,54.1,12.25,0.994,773.94,9.82,15.03
1762,18.4,11.5,118,2626.2,3043,914,10.60,9.383333333,54.3,12.25,0.994,768.17,9.82,15.03
1762.5,16.3,7.8,121,2373.9,3067,914,10.60,9.416666667,54.5,12.25,0.994,770.55,9.83,15.03
1763,19.8,10,121,2586,3067,914,10.60,9.433333333,54.7,12.25,0.994,769.31,9.84,15.03
1763.5,19.9,11.1,121,2681.5,3058,914,10.60,9.466666667,54.9,12.25,0.994,775.27,9.865,15.035
1764,18,12.2,121,2658.9,3063,914,10.60,9.483333333,55.1,12.25,0.994,780.71,9.89,15.04
1764.5,19.2,12.8,121,2716.2,3055,915,10.60,9.516666667,55.3,12.25,0.994,782.72,9.89,15.04
1765,14.5,10.9,121,2567.3,3048,915,10.60,9.55,55.6,12.25,0.994,781.66,9.89,15.04
1765.5,19.6,11.4,121,2676,3049,915,10.60,9.583333333,55.8,12.25,0.994,774.95,9.89,15.045
1766,20.4,12.8,121,2743.9,3060,915,10.60,9.6,56,12.25,0.994,774.21,9.89,15.05
1766.5,20.1,14.1,121,2782.3,3066,915,10.60,9.633333333,56.1,12.25,0.994,779.35,9.895,15.05
1767,19.8,15.1,121,2828.5,3088,915,10.60,9.65,56.3,12.25,0.994,780.5,9.9,15.05
1767.5,19.5,17.4,121,2864.9,3118,910,10.60,9.683333333,56.5,12.25,0.994,778.48,9.89,15.05
1768,19.4,19.3,121,2945.9,3125,889,10.60,9.7,56.7,12.25,0.994,778.58,9.88,15.05
1768.5,19.2,19.9,121,3047.5,3130,799,10.60,9.733333333,56.9,12.25,0.994,777.44,9.89,15.055
1769,20.2,13.6,121,3007.7,3076,769,10.60,9.75,57.1,12.25,0.994,778.92,9.9,15.06
1769.5,20,10.5,121,2887.6,3055,887,10.60,9.783333333,57.3,12.25,0.994,776.98,9.915,15.06
1770,18.8,11,121,2876.4,3057,914,10.60,9.816666667,57.4,12.25,0.994,769.58,9.93,15.06
1770.5,17.8,10.9,121,2782,3047,908,10.60,9.833333333,57.7,12.25,0.994,774.57,9.925,15.065
1771,17.9,11.5,121,2714.5,3054,882,10.60,9.866666667,57.9,12.25,0.994,775.58,9.92,15.07
1771.5,18.7,12.2,121,2755.1,3054,908,10.60,9.9,58.1,12.25,0.994,775.56,9.92,15.07
1772,19.5,12.7,121,2815.6,3050,915,10.60,9.916666667,58.2,12.25,0.994,774.85,9.92,15.07
1772.5,20.4,13.9,121,2877.4,3049,915,10.60,9.95,58.4,12.25,0.994,776.12,9.915,15.07
1773,20.8,15.4,121,3056.8,3054,915,10.60,9.966666667,58.6,12.25,0.994,778.11,9.91,15.07
1773.5,20,15.9,121,3088.6,3072,915,10.60,10,58.8,12.25,0.994,777.1,9.92,15.075
1774,19.5,15.1,121,3077.9,3071,915,10.60,10.01666667,59,12.25,0.994,775.47,9.93,15.08
1774.5,19.4,15.4,121,3047.3,3072,915,10.60,10.05,59.1,12.25,0.994,774.93,9.935,15.08
1775,19.4,15.2,121,3039.9,3068,915,10.60,10.06666667,59.3,12.25,0.994,775.8,9.94,15.08
1775.5,20,13.5,121,2938.7,3048,916,10.60,10.1,59.5,12.25,0.994,777.21,9.92,15.08
1776,19.3,12.7,121,2807.6,3040,916,10.60,10.11666667,59.7,12.25,0.994,777.21,9.9,15.08
1776.5,19.8,13,121,2765.1,3045,916,10.60,10.15,59.9,12.25,0.994,775.89,9.915,15.085
1777,20.1,13.5,121,2773.6,3046,916,10.60,10.16666667,60.1,12.25,0.994,775.47,9.93,15.09
1777.5,19.9,13.9,121,2851.7,3057,916,10.60,10.2,60.3,12.25,0.994,775.76,9.94,15.09
1778,19.5,14.3,121,3011.6,3062,915,10.60,10.21666667,60.4,12.25,0.994,776.46,9.95,15.09
1778.5,19.5,13.5,121,2970.8,3058,915,10.60,10.25,60.6,12.25,0.994,775.65,9.93,15.09
1779,19.4,14.2,121,2904.5,3067,915,10.60,10.26666667,60.8,12.25,0.994,774.85,9.91,15.09
1779.5,18.9,16.1,121,2986.9,3084,915,10.60,10.3,61,12.25,0.994,776.1,9.945,15.095
1780,18.7,14.6,121,2997.5,3068,915,10.60,10.33333333,61.2,12.25,0.994,775.9,9.98,15.1
1780.5,17.2,12.5,121,2797.6,3059,915,10.60,10.35,61.4,12.25,0.994,774.99,9.98,15.1
1781,19.4,12.5,121,2784,3055,916,10.60,10.38333333,61.6,12.25,0.994,777.28,9.98,15.1
1781.5,20.3,13.1,121,2862.3,3060,916,10.60,10.4,61.8,12.25,0.994,778.08,9.975,15.105
1782,20.5,13.4,121,2870.1,3059,915,10.60,10.43333333,62,12.25,0.994,776.38,9.97,15.11
1782.5,19.9,14.9,121,2982.6,3072,915,10.60,10.45,62.1,12.25,0.994,773.53,9.98,15.11
1783,20.2,14.9,121,3055,3069,915,10.60,10.48333333,62.3,12.25,0.994,776.54,9.99,15.11
1783.5,20.4,15.9,121,3045.3,3080,915,10.60,10.5,62.5,12.25,0.994,778.34,10,15.11
1784,20.3,16.6,121,3028.4,3084,915,10.60,10.53333333,62.7,12.25,0.994,776.39,10.01,15.11
1784.5,20.1,16.4,121,2986.9,3070,915,10.60,10.55,62.9,12.25,0.994,774.08,10.025,15.115
1785,20.1,15.6,121,2953.1,3065,915,10.60,10.58333333,63,12.25,0.994,765.41,10.04,15.12
1785.5,20.4,14.4,121,2985.8,3055,915,10.60,10.6,63.2,12.25,0.994,765.72,10.04,15.12
1786,19.7,14.2,121,2987.4,3051,915,10.60,10.63333333,63.4,12.25,0.994,764.08,10.04,15.12
1786.5,19.1,14,121,3012.9,3046,916,10.60,10.65,63.6,12.25,0.994,764.5,10.03,15.12
1787,19.3,10.8,121,2791.8,3014,916,10.60,10.68333333,63.8,12.25,0.994,760.77,10.02,15.12
1787.5,19.4,10.4,121,2872.7,3007,917,10.60,10.7,64,12.25,0.994,760.94,10.04,15.125
1788,17.7,10.1,121,2761.5,3010,917,10.60,10.73333333,64.2,12.25,0.994,763.22,10.06,15.13
1788.5,17,8.6,121,2588.8,3001,917,10.60,10.76666667,64.4,12.25,0.994,762.44,10.075,15.13
1789,16.7,8.5,121,2615.4,3005,917,10.60,10.8,64.6,12.25,0.994,763.91,10.09,15.13
1789.5,16.9,9.2,121,2655.3,3011,917,10.60,10.81666667,64.8,12.25,0.994,767.37,10.1,15.135
1790,18.1,11.6,121,2761.8,3036,916,10.60,10.85,65,12.25,0.994,766.4,10.11,15.14
1790.5,18.2,14.1,121,2947.5,3051,916,10.60,10.88333333,65.2,12.25,0.994,767.67,10.065,15.14
1791,16.8,15.3,121,3035.5,3075,916,10.60,10.91666667,65.5,12.25,0.994,774.03,10.02,15.14
1791.5,13.1,10.2,119,2554.2,3104,915,10.60,10.95,65.7,12.25,0.994,766.93,10.015,15.14
1792,16.8,9.1,118,2590.1,3121,914,10.60,10.98333333,66,12.25,0.994,766.7,10.01,15.14
1792.5,19.9,9.3,119,2705.3,3094,915,10.60,11,66.1,12.25,0.994,761.39,10.045,15.145
1793,20.3,8.9,119,2767.5,3075,915,10.60,11.03333333,66.3,12.25,0.994,760.96,10.08,15.15
1793.5,19.6,8.7,119,2748.1,3065,915,10.60,11.05,66.5,12.25,0.994,763.69,10.05,15.15
1794,19.7,8.2,119,2715.7,3069,916,10.60,11.08333333,66.7,12.25,0.994,767.21,10.02,15.15
1794.5,20,7.9,119,2704.3,3052,916,10.60,11.1,66.9,12.25,0.994,767.39,10.035,15.15
1795,19.8,8,119,2706.3,3038,917,10.60,11.13333333,67,12.25,0.994,763.19,10.05,15.15
1795.5,20.3,7.8,119,2704,3031,917,10.60,11.15,67.2,12.25,0.994,762.28,10.05,15.155
1796,20.6,7.7,119,2706.8,3019,917,10.60,11.18333333,67.4,12.25,0.994,764.17,10.05,15.16
1796.5,21.8,7.8,119,2825.9,3023,917,10.60,11.2,67.5,12.25,0.994,767.66,10.025,15.16
1797,22.7,7.9,119,2953.3,3025,917,10.60,11.23333333,67.7,12.25,0.994,768.74,10,15.16
1797.5,23,7.9,119,2936.8,3023,917,10.60,11.25,67.9,12.25,0.994,768.3,10.025,15.16
1798,23,7.6,119,2896.8,3034,917,10.60,11.26666667,68,12.25,0.994,767.63,10.05,15.16
1798.5,22.7,7.1,119,2888.4,3054,917,10.60,11.28333333,68.2,12.25,0.994,767.45,10.125,15.165
1799,21.9,7,119,2835.2,3064,916,10.60,11.31666667,68.3,12.25,0.994,767.36,10.2,15.17
1799.5,21.7,7.5,119,2825.2,3077,916,10.60,11.33333333,68.5,12.25,0.994,765.7,10.115,15.17
1800,21.6,8,119,2863.9,3087,916,10.60,11.36666667,68.7,12.25,0.994,765,10.03,15.17
